OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thr Jun  3 2021 15:01:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi sage1 sagehab north,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
13,15:41:13,2453.500001,0,-0.69279586,0.200066956,99.7432068,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.000351018,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.298085308,2.835267802,29.13213348,2,4.644859791,1,9.289719582,28.43925285,29.13213348,26.65285873,100.0629501,100.0381699,10.68951416,15.46414471,21.61494446,31.26958084,300.9751892,1000.289978,1853.683838,78.72132874,-0.107984975,-0.38466832,0.029041925,0.022205912,0.032154504,0.026059657,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504875946,0.007298085,302.2821335,301.5892529,160.0463929,-0.64814097,4.052625821,51.48065824,36.01651353,28.78569317,3.972167722,0.195849075,1.217358019,2.754809703,0.122777761,7.851917771,0.997051495,29.14190368,100.1388483,-0.00201614,0,875.1796436,0,#DIV/0!,#DIV/0!
Remark=,"""15:41:36 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:44:00 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15:43:37,2597.500001,0,-2.479258075,0.210904219,71.48370535,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,-0.001690896,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.738886033,2.853392574,29.39239693,2,4.644859791,1,9.289719582,28.68566895,29.39239693,26.87077713,54.76954651,56.12836075,10.95307922,16.01317215,21.83384323,31.92061996,300.9811096,999.8983765,1857.320313,78.72322845,-0.164635524,-0.398159653,0.009459649,0.020940773,0.00703933,0.025145253,1,-1.355140209,7.355140209,1,0,0.159999996,111135,1.504905548,0.007738886,302.5423969,301.8356689,159.9837367,-0.72310812,4.114001184,52.25905066,36.24587851,29.03903294,4.030865539,0.206222359,1.260608609,2.77025693,0.129301589,5.627428067,1.273575504,29.78471412,56.48865132,-0.013072359,0,874.8370212,0,#DIV/0!,#DIV/0!
Remark=,"""15:44:00 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:46:24 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15:46:01,2741.500001,0,12.52882434,0.224395253,278.3895159,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.015466112,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,8.125509386,2.818793566,29.41356087,2,4.644859791,1,9.289719582,28.81604576,29.41356087,26.9906559,399.741272,389.3136292,11.20734406,16.5176506,22.17095566,32.67608643,300.9730225,999.7872925,1859.060669,78.71784973,-0.479203105,-0.431343138,0.018290063,0.016664023,0.026363093,0.019176571,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504865112,0.008125509,302.5635609,301.9660458,159.9659632,-0.783229103,4.119027505,52.32647384,35.80882323,29.11480331,4.04856752,0.219102777,1.300233938,2.748333582,0.137405096,21.91422408,0.715077755,30.79850751,387.4929162,0.009958094,0,874.739831,0,#DIV/0!,#DIV/0!
Remark=,"""15:46:24 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:48:47 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15:48:25,2885.000001,0,12.39697125,0.21054691,273.8869879,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.015311879,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.698413985,2.841574912,29.51584816,2,4.644859791,1,9.289719582,28.77036667,29.51584816,26.93743324,399.9417725,389.7106628,11.50742722,16.53828239,22.82429123,32.8026886,300.9864197,1000.015747,1863.437866,78.71559906,-0.414011449,-0.424429297,0.030714327,0.016592724,0.069305107,0.020621672,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504932098,0.007698414,302.6658482,301.9203667,160.002516,-0.717984782,4.143395718,52.63754284,36.09926045,29.14310741,4.05519748,0.205880725,1.301820806,2.753376674,0.1290867,21.55917832,0.702795725,30.53648087,387.909111,0.009758984,0,874.9397118,0,#DIV/0!,#DIV/0!
Remark=,"""15:48:47 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:51:11 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,15:50:49,3029.000001,0,18.54526451,0.202921475,405.7495914,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.022338915,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.504646326,2.870582243,29.72014618,2,4.644859791,1,9.289719582,28.92778015,29.72014618,27.10246658,599.7979126,584.5583496,11.88913345,16.79259491,23.36769676,33.00528336,300.955719,1000.01886,1866.688477,78.71686554,-1.067884088,-0.433282644,0.035224922,0.011953059,0.037706744,0.013686839,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504778595,0.007504646,302.8701462,302.0777802,160.003014,-0.687541069,4.192442679,53.25977667,36.46718176,29.32396317,4.097785117,0.198583681,1.321860436,2.775924682,0.124497369,31.93933603,0.694113071,30.56109278,581.8633159,0.009740493,0,874.9424353,0,#DIV/0!,#DIV/0!
Remark=,"""15:51:12 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:53:35 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15:53:13,3173.000001,0,23.02227013,0.189368855,543.1208585,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.027466927,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.067082734,2.891604918,29.85767174,2,4.644859791,1,9.289719582,28.9286499,29.85767174,27.09677887,800.2312622,781.2640381,12.33244133,16.94893646,24.23726273,33.31018066,300.9773865,999.6148071,1872.108154,78.71517944,-1.932413459,-0.444790542,0.028138757,0.013747722,0.070352912,0.019633392,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504886932,0.007067083,303.0076717,302.0786499,159.9383656,-0.620445996,4.225743493,53.68397205,36.73503559,29.39316082,4.114182511,0.185585731,1.334138575,2.780043936,0.116325141,42.75185584,0.695182207,30.48364668,777.9183973,0.009021547,0,874.5889191,0,#DIV/0!,#DIV/0!
Remark=,"""15:53:36 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:53:36 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:53:36 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:53:36 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:11:26 ACi wheat1 sagehab north""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:12:40 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:12:42 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:12:43 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:12:43 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:12:43 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:12:43 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:15:06 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,16:14:44,4463.500001,0,11.00032936,0.238535214,300.492659,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.01370773,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.365161921,2.064605321,30.16993904,2,4.644859791,1,9.289719582,28.92480469,30.16993904,27.02530289,399.9508972,390.9866943,24.32083893,28.43058014,47.80239868,55.88005829,300.9530945,1000.590393,1965.184937,78.7042923,-0.435237855,-0.620889246,0.058941603,0.023014609,0.050197378,0.021940187,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504765472,0.006365162,303.319939,302.0748047,160.0944593,-0.516273999,4.302214011,54.66301628,26.23243614,29.54737186,4.150930995,0.232563601,2.237608689,1.913322306,0.145877221,23.65006206,0.768549578,51.18386829,389.3881052,0.014459594,0,875.4424845,0,#DIV/0!,#DIV/0!
Remark=,"""16:15:06 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:17:29 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,16:17:07,4606.500001,0,8.351594893,0.248525875,227.3583371,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.010669377,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.360749763,1.982047269,30.0416069,2,4.644859791,1,9.289719582,28.74297142,30.0416069,26.81299973,300.0505981,293.2611694,24.97456169,29.07853127,49.60692215,57.75862885,300.9665833,1001.786865,1975.092285,78.70394135,-0.159561887,-0.607518137,0.015706653,0.026311886,0.021855822,0.02389407,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504832916,0.00636075,303.1916069,301.8929714,160.2858949,-0.517178831,4.270642288,54.26211464,25.18358337,29.39228916,4.113975604,0.242050354,2.288595019,1.825380585,0.151850228,17.89399723,0.775275968,52.83281212,292.0474995,0.015108441,0,876.489309,0,#DIV/0!,#DIV/0!
Remark=,"""16:17:29 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:19:52 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,16:19:30,4749.500001,0,4.910956654,0.263780482,158.3256957,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.00674165,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.44512637,1.895067443,29.88312721,2,4.644859791,1,9.289719582,28.53212166,29.88312721,26.62197495,200.033905,195.931076,25.53636932,29.69236183,51.34628296,59.70278931,300.9512329,1002.121277,1985.537598,78.70256805,-0.287253529,-0.593223393,0.024702739,0.014939344,0.087451085,0.016479347,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504756165,0.006445126,303.0331272,301.6821217,160.3394007,-0.533461612,4.231932571,53.77121326,24.07885143,29.20762444,4.070345359,0.256497273,2.336865128,1.733480231,0.160949615,12.46063884,0.808068321,54.55993509,195.2174063,0.013725286,0,876.7818944,0,#DIV/0!,#DIV/0!
Remark=,"""16:19:52 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:22:15 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,16:21:53,4892.500001,0,0.000962675,0.280557406,95.57281727,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.001146291,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.59471921,1.826267702,29.73022079,2,4.644859791,1,9.289719582,28.39366722,29.73022079,26.51264191,99.77445221,99.33846283,25.84663391,30.09722137,52.38716125,61.00244522,300.9577637,998.0215454,1990.666992,78.69851685,-0.195013762,-0.589271069,0.032699529,0.010023317,0.032829661,0.013830046,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504788818,0.006594719,302.8802208,301.5436672,159.6834437,-0.560397164,4.194874385,53.30309329,23.20587191,29.06194401,4.036211044,0.272332727,2.368606683,1.667604361,0.170928264,7.52143897,0.962092774,55.90166846,99.33832293,5.41736E-06,0,873.2188258,0,#DIV/0!,#DIV/0!
Remark=,"""16:22:15 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:24:38 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,16:24:16,5035.500001,0,-2.314804264,0.29502451,68.8102716,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,-0.001505221,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.7429709,1.778707559,29.58090401,2,4.644859791,1,9.289719582,28.28402901,29.58090401,26.43824387,57.02540588,58.30246353,25.8999424,30.24548721,52.83044815,61.69444656,300.953125,998.3380127,2007.683105,78.69775391,-0.211571261,-0.583801568,0.033507884,0.010738185,0.010759888,0.015057428,1,-1.355140209,7.355140209,1,0,0.159999996,111135,1.504765625,0.006742971,302.730904,301.434029,159.7340785,-0.583286357,4.158959469,52.84724483,22.60175762,28.93246651,4.006083003,0.285943468,2.380251909,1.625831094,0.179508944,5.41521382,1.180229229,56.75152113,58.63885536,-0.022403006,0,873.4957188,0,#DIV/0!,#DIV/0!
Remark=,"""16:24:38 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:27:01 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,16:26:39,5178.500001,0,14.02139788,0.302793571,300.3303792,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.017191135,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.730047386,1.731511913,29.39953995,2,4.644859791,1,9.289719582,28.12751961,29.39953995,26.25263023,400.1485291,389.0899048,25.95981216,30.29696655,53.43452072,62.36192703,300.9414368,998.6714478,2006.992554,78.69385529,-0.59925437,-0.616612911,0.061582286,0.019869205,0.071328722,0.018831879,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504707184,0.006730047,302.5495399,301.2775196,159.7874281,-0.579736353,4.115697014,52.30010652,22.00313997,28.76352978,3.967068194,0.293235706,2.384185101,1.582883093,0.184107715,23.6341554,0.771879135,57.50196019,387.0522882,0.020830722,0,873.7874578,0,#DIV/0!,#DIV/0!
Remark=,"""16:27:01 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:29:24 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,16:29:02,5321.500001,0,14.59187565,0.304146151,297.5051126,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.017824843,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.608872949,1.693110936,29.29778099,2,4.644859791,1,9.289719582,27.98203278,29.29778099,26.09725189,400.0867615,388.6821594,26.22063446,30.47888947,54.43052292,63.27009583,300.9421387,999.7455444,2007.157837,78.6933136,-0.744936109,-0.606010616,0.053957857,0.013230634,0.077062413,0.013646873,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504710693,0.006608873,302.447781,301.1320328,159.9592835,-0.560641513,4.091595743,51.99419819,21.51530872,28.63990688,3.938728668,0.294504065,2.398484807,1.540243861,0.184907699,23.41166313,0.765420036,58.20828505,386.5616399,0.021972383,0,874.7272385,0,#DIV/0!,#DIV/0!
Remark=,"""16:29:24 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:31:47 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,16:31:25,5464.500001,0,20.64624756,0.30171934,452.6860085,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.024752781,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.451513119,1.666002666,29.16271591,2,4.644859791,1,9.289719582,27.80993462,29.16271591,25.95988464,599.6561279,583.4334106,26.26334572,30.42049789,55.06712723,63.78355408,300.9394226,999.4830933,2009.612549,78.6901474,-1.528093457,-0.615995705,0.074735284,0.003659245,0.065445691,0.00731773,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504697113,0.006451513,302.3127159,300.9599346,159.9172913,-0.535960038,4.059796129,51.59217848,21.17168059,28.48632526,3.903767406,0.292228109,2.393793463,1.509973943,0.183472223,35.62192873,0.775900043,58.55476856,580.4330581,0.020828177,0,874.4976069,0,#DIV/0!,#DIV/0!
Remark=,"""16:31:47 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:34:10 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,16:33:48,5607.500001,0,24.25221816,0.290010623,618.115427,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.028882417,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.278918593,1.684747992,29.21554947,2,4.644859791,1,9.289719582,27.86104202,29.21554947,26.02269554,799.7365112,780.3623047,26.29407501,30.34038353,54.96670532,63.42535019,300.9367065,999.2699585,2014.944214,78.68923187,-2.438728809,-0.63263458,0.118294336,0.005017268,0.043310214,0.009304462,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504683533,0.006278919,302.3655495,301.011042,159.8831898,-0.507171547,4.072209466,51.75053015,21.41014662,28.53829575,3.915567524,0.281231026,2.387461475,1.52810605,0.176537647,48.63902816,0.792087756,58.16342304,776.8379255,0.018158125,0,874.3111247,0,#DIV/0!,#DIV/0!
Remark=,"""16:34:10 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:34:10 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:34:10 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:34:10 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
