OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Jul 13 2021 10:33:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.639999986,-0.300000012,-2937.830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,NorthYermoYermo_ACi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""11:53:33 Fs=473 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:33 RF#8 7923 um, Fmax=786 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:34 Fm'=786""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:42 Dark#8 Fmin=354 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:53:42 Fo'=354""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11:53:42,4890.499746,0,99.75487483,0.435762783,1080.794583,8,8,0,0,354.4692383,786.0462036,473.4150391,#DIV/0!,0.549047834,0.397726194,-1,0.87,0.92,10.1334362,0.875066718,0.115266961,0.724392611,2.217530095,-1,998.9607544,0.5,173.8376295,11.97285057,2.201701525,25.93521309,2,4.644859791,1,9.289719582,27.94935989,25.93521309,27.92494202,1599.678955,1521.27002,6.874978542,14.7157259,14.31843185,30.65228462,300.9065552,998.8955078,448.8063965,78.80296326,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504532776,0.011972851,299.0852131,301.0993599,159.8232777,-1.377380544,3.361344333,42.65504993,27.93932403,26.94228649,3.567045502,0.416237869,1.159642807,2.407402695,0.261835123,85.16981584,0.710455455,35.58648904,1506.773448,0.023559784,0,874.1002137,431.5769653,0.397726194,#DIV/0!
Remark=,"""11:53:44 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:15 Fs=470 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:15 RF#9 7859 um, Fmax=762 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:16 Fm'=762""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:24 Dark#9 Fmin=354 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:24 Fo'=354""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12:01:24,5353.499714,0,130.565569,0.389404401,1265.855285,9,9,0,0,354.0087891,762.4503174,470.6998291,#DIV/0!,0.535695925,0.382648524,-1,0.87,0.92,10.08552647,0.875042763,0.15024886,0.714301725,2.153760983,-1,1000.606323,0.5,167.5184195,11.41827344,2.336492759,26.53856277,2,4.644859791,1,9.289719582,28.33158684,26.53856277,28.32938766,1999.662598,1898.476196,7.076272488,14.55483341,14.41333961,29.64827728,300.9157104,1000.695129,1053.812256,78.7921524,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504578552,0.011418273,299.6885628,301.4815868,160.1112171,-1.28802788,3.483299412,44.20870995,29.65387653,27.43507481,3.671644484,0.373738129,1.146806652,2.524837831,0.234945079,99.73946251,0.666774378,33.67278813,1879.502156,0.023391869,0,875.6510312,408.4415283,0.382648524,#DIV/0!
Remark=,"""12:01:26 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:27 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:27 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:01:27 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:14:50 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:14:53 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:14:53 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:14:53 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:14:53 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:32 NORTHYRMO Sage1 leafAreapic1""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:42 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:46 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:46 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:46 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:46 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:15:46 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:17 Fs=169 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:17 RF#10 7716 um, Fmax=275 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:18 Fm'=275""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:26 Dark#10 Fmin=119 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:23:26 Fo'=119""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12:23:26,6668.499969,0,6.467147408,0.10476572,272.6208799,10,10,0,0,119.8300781,275.0474548,169.4291077,#DIV/0!,0.564329442,0.384000453,-1,0.87,0.92,9.94447422,0.874972237,0.008552979,0.680454401,2.295312322,-1,997.5427246,0.5,167.5820579,4.317367375,3.186061427,28.60375595,2,4.644859791,1,9.289719582,29.0356884,28.60375595,28.96588326,399.9797058,394.54953,6.606016636,9.448239326,12.91541672,18.47314835,300.9317932,997.7989502,1182.084473,78.78858185,-0.500711322,-0.340351075,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504658966,0.004317367,301.753756,302.1856884,159.6478285,-0.102252237,3.930474804,49.88635043,40.4381111,28.81972218,3.980008511,0.10359739,0.744413377,3.235595133,0.064852332,21.47941251,0.690967443,17.39276766,393.6097117,0.002857694,0,873.0463796,155.2173767,0.384000453,#DIV/0!
Remark=,"""12:23:28 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:30:59 Fs=153 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:30:59 RF#11 7603 um, Fmax=241 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:31:00 Fm'=241""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:31:08 Dark#11 Fmin=116 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:31:08 Fo'=116""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12:31:08,7131.499937,0,2.598263817,0.109904618,146.688171,11,11,0,0,116.5019531,241.8519135,153.8399811,#DIV/0!,0.5182922,0.363908357,-1,0.87,0.92,9.898330688,0.874949165,0.00410833,0.702129719,2.075947286,-1,1000.833923,0.5,159.3334176,5.036124306,3.53365943,30.30095291,2,4.644859791,1,9.289719582,30.68442345,30.30095291,30.53846931,200.0358276,197.6476593,6.854481697,10.16722965,12.18720818,18.07495689,300.9538269,1001.024841,1450.826172,78.78209686,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504769135,0.005036124,303.4509529,303.8344234,160.163971,-0.228492849,4.334655102,55.02081404,44.85358439,30.49268818,4.382515954,0.108619564,0.800995671,3.581520283,0.068001523,11.5564017,0.742170039,16.71755049,197.2700746,0.002201885,0,875.8458494,125.3499603,0.363908357,#DIV/0!
Remark=,"""12:31:10 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:38:41 Fs=147 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:38:41 RF#12 7544 um, Fmax=221 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:38:42 Fm'=221""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:38:50 Dark#12 Fmin=111 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:38:50 Fo'=111""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12:38:50,7594.499905,0,0.09613589,0.12071193,90.72770405,12,12,0,0,111.3007813,221.3656158,147.2294006,#DIV/0!,0.497208359,0.334903932,-1,0.87,0.92,9.852611542,0.874926306,0.001250346,0.673568588,1.988895436,-1,1001.918152,0.5,146.789155,5.910030772,3.769752422,31.54371643,2,4.644859791,1,9.289719582,32.19469452,31.54371643,32.06346512,100.0067291,99.55189514,7.330613136,11.21370411,11.96123505,18.29449463,300.9848328,1001.988586,983.256897,78.77749634,-0.500711322,-0.340351075,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504924164,0.005910031,304.6937164,305.3446945,160.3181702,-0.368037457,4.653139957,59.06686774,47.85316363,31.86920547,4.739846778,0.119163503,0.883387534,3.856459244,0.074614775,7.147301373,0.911360893,17.11124696,99.53792449,0.000165264,0,876.6661723,110.0648346,0.334903932,#DIV/0!
Remark=,"""12:38:52 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:46:23 Fs=140 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:46:23 RF#13 7552 um, Fmax=199 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:46:24 Fm'=199""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:46:32 Dark#13 Fmin=109 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:46:32 Fo'=109""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12:46:32,8056.999873,0,-1.049608889,0.131824979,59.05375576,13,13,0,0,109.2158203,199.732254,140.4033508,#DIV/0!,0.453188866,0.297042175,-1,0.87,0.92,9.852611542,0.874926306,-5.65891E-05,0.655448969,1.828785001,-1,1002.197571,0.5,130.2305699,6.472746478,3.782859286,31.69846535,2,4.644859791,1,9.289719582,32.49201202,31.69846535,32.39343643,50.03565979,50.51582336,7.318789005,11.5699358,11.7419529,18.56003571,300.9944153,1001.970825,625.1212769,78.7671051,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504972076,0.006472746,304.8484653,305.642012,160.3153284,-0.459874037,4.694189635,59.59581261,48.02587681,32.09523869,4.800884096,0.129980502,0.911330349,3.889553747,0.081401539,4.651493386,1.16901501,17.60987895,50.66835456,-0.003647935,0,876.6506326,90.51643372,0.297042175,#DIV/0!
Remark=,"""12:46:34 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:54:05 Fs=172 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:54:05 RF#14 7588 um, Fmax=294 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:54:06 Fm'=294""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:54:14 Dark#14 Fmin=124 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:54:14 Fo'=124""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12:54:14,8519.999841,0,8.206565204,0.118337087,255.9897557,14,14,0,0,124.1916504,294.5836792,172.8581238,#DIV/0!,0.578416392,0.41321215,-1,0.87,0.92,9.898330688,0.874949165,0.010521746,0.714385269,2.372008732,-1,1000.006104,0.5,180.7709162,5.603673259,3.649203108,30.93855095,2,4.644859791,1,9.289719582,31.5623436,30.93855095,31.44956779,399.9294128,393.0126953,7.06220293,10.74583912,11.9413929,18.17165375,300.9774475,1000.062134,1411.497192,78.76470947,-0.500711322,-0.340351075,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504887238,0.005603673,304.0885509,304.7123436,160.0099378,-0.317026773,4.495596004,57.07627228,46.33043316,31.25044727,4.576202356,0.116848611,0.846392896,3.72980946,0.07316267,20.16295874,0.651352383,17.03473068,391.8201014,0.003567878,0,875.0035293,170.3920288,0.41321215,#DIV/0!
Remark=,"""12:54:16 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:01:47 Fs=187 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:01:47 RF#15 7681 um, Fmax=344 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:01:48 Fm'=344""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:01:56 Dark#15 Fmin=129 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:01:56 Fo'=129""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,13:01:56,8982.49981,0,11.39803741,0.089938358,537.1870399,15,15,0,0,129.8305664,344.1611328,187.5430756,#DIV/0!,0.622762264,0.45507189,-1,0.87,0.92,9.94447422,0.874972237,0.014174571,0.730731318,2.650848274,-1,999.7616577,0.5,199.0401839,4.096847458,3.507517918,29.95915794,2,4.644859791,1,9.289719582,30.39931107,29.95915794,30.30786896,800.1759033,790.4194946,6.727994919,9.433156967,12.15530682,17.04591942,300.0338745,999.6517944,408.3756104,78.75914001,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500169373,0.004096847,303.1091579,303.5493111,159.9442835,-0.061549033,4.250465249,53.96789817,44.53474121,30.1792345,4.30450872,0.089075969,0.74294733,3.56156139,0.055749324,42.30838929,0.679622711,15.59477396,788.7631098,0.002253526,0,874.6675669,214.3305664,0.45507189,#DIV/0!
Remark=,"""13:01:58 CO2 Mixer: CO2R -> 1200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:29 Fs=184 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:29 RF#16 7727 um, Fmax=344 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:30 Fm'=344""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:38 Dark#16 Fmin=130 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:38 Fo'=130""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,13:09:38,9445.499778,0,24.19518636,0.070755755,569.5677246,16,16,0,0,130.4128418,344.8404846,184.6077881,#DIV/0!,0.621816905,0.464657439,-1,0.87,0.92,9.99105072,0.874995525,0.028850117,0.74725765,2.644221841,-1,998.0356445,0.5,202.887263,3.078937816,3.350115748,28.99733162,2,4.644859791,1,9.289719582,29.21300888,28.99733162,29.13203049,1200.176636,1181.621704,6.485839367,8.520906448,12.54475212,16.48580742,300.0100098,998.0772705,951.4650879,78.75172424,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500050049,0.003078938,302.1473316,302.3630089,159.6923597,0.105643182,4.021151823,51.06112738,42.54022093,29.10517025,4.046313225,0.070220912,0.671036075,3.37527715,0.043935811,44.85444039,0.482022057,14.77858289,1178.105613,0.003035132,0,873.3131457,214.4276428,0.464657439,#DIV/0!
Remark=,"""13:09:40 CO2 Mixer: CO2R -> 1600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:17:11 Fs=181 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
